"Family","DPF","Treatment","Score","Plate","Well","Larva"
"4","5","Nat Biof","Swimming",6,"A3","4-6-A3"
"4","5","Lab Biof","Missing",6,"A4","4-6-A4"
"4","5","Conspecific","Juvenile",6,"A5","4-6-A5"
"4","5","Nat Biof","Missing",6,"A6","4-6-A6"
"4","5","Nat Biof","Swimming",6,"B1","4-6-B1"
"4","5","Conspecific","Missing",6,"B2","4-6-B2"
"4","5","Lab Biof","Swimming",6,"B3","4-6-B3"
"4","5","Control","Swimming",6,"B4","4-6-B4"
"4","5","Nat Biof","Swimming",6,"B5","4-6-B5"
"4","5","Conspecific","Juvenile",6,"B6","4-6-B6"
"4","5","Lab Biof","Swimming",6,"C1","4-6-C1"
"4","5","Lab Biof","Juvenile",6,"C2","4-6-C2"
"4","5","Lab Biof","Swimming",6,"C3","4-6-C3"
"4","5","Conspecific","Part Meta",6,"C4","4-6-C4"
"4","5","Control","Swimming",6,"C5","4-6-C5"
"4","5","Conspecific","Swimming",6,"C6","4-6-C6"
"4","5","Control","Swimming",6,"D1","4-6-D1"
"4","5","Lab Biof","Swimming",6,"D2","4-6-D2"
"4","5","Control","Swimming",6,"D3","4-6-D3"
"4","5","Conspecific","Swimming",6,"D4","4-6-D4"
"4","5","Nat Biof","Swimming",6,"D5","4-6-D5"
"4","5","Control","Swimming",6,"D6","4-6-D6"
"4","6","Control","Swimming",1,"A1","4-1-A1"
"4","6","Control","Swimming",1,"A2","4-1-A2"
"4","6","Nat Biof","Missing",1,"A3","4-1-A3"
"4","6","Lab Biof","Swimming",1,"A4","4-1-A4"
"4","6","Nat Biof","Swimming",1,"A5","4-1-A5"
"4","6","Lab Biof","Part Meta",1,"A6","4-1-A6"
"4","6","Control","Swimming",1,"B1","4-1-B1"
"4","6","Conspecific","Missing",1,"B2","4-1-B2"
"4","6","Nat Biof","Missing",1,"B3","4-1-B3"
"4","6","Conspecific","Swimming",1,"B4","4-1-B4"
"4","6","Nat Biof","Dead",1,"B5","4-1-B5"
"4","6","Control","Swimming",1,"B6","4-1-B6"
"4","6","Conspecific","Juvenile",1,"C1","4-1-C1"
"4","6","Lab Biof","Swimming",1,"C2","4-1-C2"
"4","6","Lab Biof","Part Meta",1,"C3","4-1-C3"
"4","6","Nat Biof","Juvenile",1,"C4","4-1-C4"
"4","6","Conspecific","Juvenile",1,"C5","4-1-C5"
"4","6","Control","Swimming",1,"C6","4-1-C6"
"4","6","Control","Swimming",1,"D1","4-1-D1"
"4","6","Lab Biof","Swimming",1,"D2","4-1-D2"
"4","6","Conspecific","Juvenile",1,"D3","4-1-D3"
"4","6","Lab Biof","Missing",1,"D4","4-1-D4"
"4","6","Nat Biof","Swimming",1,"D5","4-1-D5"
"4","6","Conspecific","Juvenile",1,"D6","4-1-D6"
"4","6","Conspecific","Missing",2,"A1","4-2-A1"
"4","6","Control","Stuck",2,"A2","4-2-A2"
"4","6","Control","Stuck",2,"A3","4-2-A3"
"4","6","Nat Biof","Missing",2,"A4","4-2-A4"
"4","6","Lab Biof","Swimming",2,"A5","4-2-A5"
"4","6","Control","Swimming",2,"A6","4-2-A6"
"4","6","Control","Swimming",2,"B1","4-2-B1"
"4","6","Conspecific","Juvenile",2,"B2","4-2-B2"
"4","6","Conspecific","Juvenile",2,"B3","4-2-B3"
"4","6","Nat Biof","Swimming",2,"B4","4-2-B4"
"4","6","Lab Biof","Missing",2,"B5","4-2-B5"
"4","6","Conspecific","Juvenile",2,"B6","4-2-B6"
"4","6","Lab Biof","Part Meta",2,"C1","4-2-C1"
"4","6","Nat Biof","Stuck",2,"C2","4-2-C2"
"4","6","Lab Biof","Swimming",2,"C3","4-2-C3"
"4","6","Conspecific","Juvenile",2,"C4","4-2-C4"
"4","6","Control","Swimming",2,"C5","4-2-C5"
"4","6","Nat Biof","Missing",2,"C6","4-2-C6"
"4","6","Lab Biof","Swimming",2,"D1","4-2-D1"
"4","6","Conspecific","Missing",2,"D2","4-2-D2"
"4","6","Nat Biof","Missing",2,"D3","4-2-D3"
"4","6","Control","Swimming",2,"D4","4-2-D4"
"4","6","Nat Biof","Swimming",2,"D5","4-2-D5"
"4","6","Lab Biof","Swimming",2,"D6","4-2-D6"
"4","6","Control","Swimming",3,"A1","4-3-A1"
"4","6","Lab Biof","Dead",3,"A2","4-3-A2"
"4","6","Control","Swimming",3,"A3","4-3-A3"
"4","6","Conspecific","Swimming",3,"A4","4-3-A4"
"4","6","Control","Missing",3,"A5","4-3-A5"
"4","6","Nat Biof","Missing",3,"A6","4-3-A6"
"4","6","Nat Biof","Stuck",3,"B1","4-3-B1"
"4","6","Nat Biof","Swimming",3,"B2","4-3-B2"
"4","6","Nat Biof","Swimming",3,"B3","4-3-B3"
"4","6","Lab Biof","Swimming",3,"B4","4-3-B4"
"4","6","Conspecific","Juvenile",3,"B5","4-3-B5"
"4","6","Control","Swimming",3,"B6","4-3-B6"
"4","6","Conspecific","Swimming",3,"C1","4-3-C1"
"4","6","Conspecific","Juvenile",3,"C2","4-3-C2"
"4","6","Lab Biof","Swimming",3,"C3","4-3-C3"
"4","6","Conspecific","Juvenile",3,"C4","4-3-C4"
"4","6","Lab Biof","Swimming",3,"C5","4-3-C5"
"4","6","Nat Biof","Stuck",3,"C6","4-3-C6"
"4","6","Control","Swimming",3,"D1","4-3-D1"
"4","6","Lab Biof","Swimming",3,"D2","4-3-D2"
"4","6","Control","Swimming",3,"D3","4-3-D3"
"4","6","Nat Biof","Dead",3,"D4","4-3-D4"
"4","6","Conspecific","Missing",3,"D5","4-3-D5"
"4","6","Lab Biof","Swimming",3,"D6","4-3-D6"
"4","6","Control","Swimming",4,"A1","4-4-A1"
"4","6","Control","Swimming",4,"A2","4-4-A2"
"4","6","Conspecific","Juvenile",4,"A3","4-4-A3"
"4","6","Lab Biof","Juvenile",4,"A4","4-4-A4"
"4","6","Lab Biof","Swimming",4,"A5","4-4-A5"
"4","6","Conspecific","Part Meta",4,"A6","4-4-A6"
"4","6","Conspecific","Juvenile",4,"B1","4-4-B1"
"4","6","Nat Biof","Swimming",4,"B2","4-4-B2"
"4","6","Nat Biof","Missing",4,"B3","4-4-B3"
"4","6","Conspecific","Juvenile",4,"B4","4-4-B4"
"4","6","Lab Biof","Stuck",4,"B5","4-4-B5"
"4","6","Conspecific","Dead",4,"B6","4-4-B6"
"4","6","Conspecific","Swimming",4,"C1","4-4-C1"
"4","6","Lab Biof","Swimming",4,"C2","4-4-C2"
"4","6","Lab Biof","Swimming",4,"C3","4-4-C3"
"4","6","Control","Swimming",4,"C4","4-4-C4"
"4","6","Control","Swimming",4,"C5","4-4-C5"
"4","6","Control","Swimming",4,"C6","4-4-C6"
"4","6","Control","Missing",4,"D1","4-4-D1"
"4","6","Nat Biof","Swimming",4,"D2","4-4-D2"
"4","6","Nat Biof","Swimming",4,"D3","4-4-D3"
"4","6","Nat Biof","Juvenile",4,"D4","4-4-D4"
"4","6","Nat Biof","Stuck",4,"D5","4-4-D5"
"4","6","Lab Biof","Swimming",4,"D6","4-4-D6"
"4","6","Lab Biof","Swimming",5,"A1","4-5-A1"
"4","6","Nat Biof","Swimming",5,"A2","4-5-A2"
"4","6","Control","Swimming",5,"A3","4-5-A3"
"4","6","Control","Swimming",5,"A4","4-5-A4"
"4","6","Nat Biof","Swimming",5,"A5","4-5-A5"
"4","6","Nat Biof","Missing",5,"A6","4-5-A6"
"4","6","Nat Biof","Swimming",5,"B1","4-5-B1"
"4","6","Control","Swimming",5,"B2","4-5-B2"
"4","6","Lab Biof","Swimming",5,"B3","4-5-B3"
"4","6","Control","Swimming",5,"B4","4-5-B4"
"4","6","Conspecific","Juvenile",5,"B5","4-5-B5"
"4","6","Nat Biof","Juvenile",5,"B6","4-5-B6"
"4","6","Conspecific","Juvenile",5,"C1","4-5-C1"
"4","6","Lab Biof","Swimming",5,"C2","4-5-C2"
"4","6","Conspecific","Juvenile",5,"C3","4-5-C3"
"4","6","Conspecific","Juvenile",5,"C4","4-5-C4"
"4","6","Lab Biof","Swimming",5,"C5","4-5-C5"
"4","6","Control","Swimming",5,"C6","4-5-C6"
"4","6","Conspecific","Juvenile",5,"D1","4-5-D1"
"4","6","Lab Biof","Swimming",5,"D2","4-5-D2"
"4","6","Conspecific","Juvenile",5,"D3","4-5-D3"
"4","6","Nat Biof","Swimming",5,"D4","4-5-D4"
"4","6","Lab Biof","Swimming",5,"D5","4-5-D5"
"4","6","Control","Swimming",5,"D6","4-5-D6"
"4","6","Control","Swimming",6,"A1","4-6-A1"
"4","6","Nat Biof","Juvenile",6,"A2","4-6-A2"
"4","6","Nat Biof","Stuck",6,"A3","4-6-A3"
"4","6","Lab Biof","Missing",6,"A4","4-6-A4"
"4","6","Conspecific","Juvenile",6,"A5","4-6-A5"
"4","6","Nat Biof","Missing",6,"A6","4-6-A6"
"4","6","Nat Biof","Swimming",6,"B1","4-6-B1"
"4","6","Conspecific","Missing",6,"B2","4-6-B2"
"4","6","Lab Biof","Swimming",6,"B3","4-6-B3"
"4","6","Control","Swimming",6,"B4","4-6-B4"
"4","6","Nat Biof","Swimming",6,"B5","4-6-B5"
"4","6","Conspecific","Juvenile",6,"B6","4-6-B6"
"4","6","Lab Biof","Swimming",6,"C1","4-6-C1"
"4","6","Lab Biof","Juvenile",6,"C2","4-6-C2"
"4","6","Lab Biof","Missing",6,"C3","4-6-C3"
"4","6","Conspecific","Juvenile",6,"C4","4-6-C4"
"4","6","Control","Swimming",6,"C5","4-6-C5"
"4","6","Conspecific","Juvenile",6,"C6","4-6-C6"
"4","6","Control","Swimming",6,"D1","4-6-D1"
"4","6","Lab Biof","Swimming",6,"D2","4-6-D2"
"4","6","Control","Swimming",6,"D3","4-6-D3"
"4","6","Conspecific","Swimming",6,"D4","4-6-D4"
"4","6","Nat Biof","Juvenile",6,"D5","4-6-D5"
"4","6","Control","Swimming",6,"D6","4-6-D6"
"4","7","Control","Swimming",1,"A1","4-1-A1"
"4","7","Control","Swimming",1,"A2","4-1-A2"
"4","7","Nat Biof","Missing",1,"A3","4-1-A3"
"4","7","Lab Biof","Stuck",1,"A4","4-1-A4"
"4","7","Nat Biof","Swimming",1,"A5","4-1-A5"
"4","7","Lab Biof","Part Meta",1,"A6","4-1-A6"
"4","7","Control","Stuck",1,"B1","4-1-B1"
"4","7","Conspecific","Missing",1,"B2","4-1-B2"
"4","7","Nat Biof","Missing",1,"B3","4-1-B3"
"4","7","Conspecific","Swimming",1,"B4","4-1-B4"
"4","7","Nat Biof","Dead",1,"B5","4-1-B5"
"4","7","Control","Part Meta",1,"B6","4-1-B6"
"4","7","Conspecific","Juvenile",1,"C1","4-1-C1"
"4","7","Lab Biof","Stuck",1,"C2","4-1-C2"
"4","7","Lab Biof","Part Meta",1,"C3","4-1-C3"
"4","7","Nat Biof","Juvenile",1,"C4","4-1-C4"
"4","7","Conspecific","Juvenile",1,"C5","4-1-C5"
"4","7","Control","Swimming",1,"C6","4-1-C6"
"4","7","Control","Swimming",1,"D1","4-1-D1"
"4","7","Lab Biof","Swimming",1,"D2","4-1-D2"
"4","7","Conspecific","Juvenile",1,"D3","4-1-D3"
"4","7","Lab Biof","Missing",1,"D4","4-1-D4"
"4","7","Nat Biof","Dead",1,"D5","4-1-D5"
"4","7","Conspecific","Juvenile",1,"D6","4-1-D6"
"4","7","Conspecific","Missing",2,"A1","4-2-A1"
"4","7","Control","Stuck",2,"A2","4-2-A2"
"4","7","Control","Stuck",2,"A3","4-2-A3"
"4","7","Nat Biof","Swimming",2,"A4","4-2-A4"
"4","7","Lab Biof","Swimming",2,"A5","4-2-A5"
"4","7","Control","Swimming",2,"A6","4-2-A6"
"4","7","Control","Missing",2,"B1","4-2-B1"
"4","7","Conspecific","Juvenile",2,"B2","4-2-B2"
"4","7","Conspecific","Juvenile",2,"B3","4-2-B3"
"4","7","Nat Biof","Swimming",2,"B4","4-2-B4"
"4","7","Lab Biof","Missing",2,"B5","4-2-B5"
"4","7","Conspecific","Juvenile",2,"B6","4-2-B6"
"4","7","Lab Biof","Part Meta",2,"C1","4-2-C1"
"4","7","Nat Biof","Dead",2,"C2","4-2-C2"
"4","7","Lab Biof","Swimming",2,"C3","4-2-C3"
"4","7","Conspecific","Juvenile",2,"C4","4-2-C4"
"4","7","Control","Swimming",2,"C5","4-2-C5"
"4","7","Nat Biof","Missing",2,"C6","4-2-C6"
"4","7","Lab Biof","Stuck",2,"D1","4-2-D1"
"4","7","Conspecific","Stuck",2,"D2","4-2-D2"
"4","7","Nat Biof","Missing",2,"D3","4-2-D3"
"4","7","Control","Swimming",2,"D4","4-2-D4"
"4","7","Nat Biof","Swimming",2,"D5","4-2-D5"
"4","7","Lab Biof","Stuck",2,"D6","4-2-D6"
"4","7","Control","Swimming",3,"A1","4-3-A1"
"4","7","Lab Biof","Dead",3,"A2","4-3-A2"
"4","7","Control","Swimming",3,"A3","4-3-A3"
"4","7","Conspecific","Juvenile",3,"A4","4-3-A4"
"4","7","Control","Missing",3,"A5","4-3-A5"
"4","7","Nat Biof","Missing",3,"A6","4-3-A6"
"4","7","Nat Biof","Stuck",3,"B1","4-3-B1"
"4","7","Nat Biof","Part Meta",3,"B2","4-3-B2"
"4","7","Nat Biof","Stuck",3,"B3","4-3-B3"
"4","7","Lab Biof","Dead",3,"B4","4-3-B4"
"4","7","Conspecific","Juvenile",3,"B5","4-3-B5"
"4","7","Control","Missing",3,"B6","4-3-B6"
"4","7","Conspecific","Juvenile",3,"C1","4-3-C1"
"4","7","Conspecific","Juvenile",3,"C2","4-3-C2"
"4","7","Lab Biof","Dead",3,"C3","4-3-C3"
"4","7","Conspecific","Juvenile",3,"C4","4-3-C4"
"4","7","Lab Biof","Swimming",3,"C5","4-3-C5"
"4","7","Nat Biof","Missing",3,"C6","4-3-C6"
"4","7","Control","Swimming",3,"D1","4-3-D1"
"4","7","Lab Biof","Stuck",3,"D2","4-3-D2"
"4","7","Control","Swimming",3,"D3","4-3-D3"
"4","7","Nat Biof","Dead",3,"D4","4-3-D4"
"4","7","Conspecific","Dead",3,"D5","4-3-D5"
"4","7","Lab Biof","Swimming",3,"D6","4-3-D6"
"4","7","Control","Swimming",4,"A1","4-4-A1"
"4","7","Control","Swimming",4,"A2","4-4-A2"
"4","7","Conspecific","Juvenile",4,"A3","4-4-A3"
"4","7","Lab Biof","Juvenile",4,"A4","4-4-A4"
"4","7","Lab Biof","Swimming",4,"A5","4-4-A5"
"4","7","Conspecific","Part Meta",4,"A6","4-4-A6"
"4","7","Conspecific","Juvenile",4,"B1","4-4-B1"
"4","7","Nat Biof","Swimming",4,"B2","4-4-B2"
"4","7","Nat Biof","Juvenile",4,"B3","4-4-B3"
"4","7","Conspecific","Juvenile",4,"B4","4-4-B4"
"4","7","Lab Biof","Missing",4,"B5","4-4-B5"
"4","7","Conspecific","Dead",4,"B6","4-4-B6"
"4","7","Conspecific","Stuck",4,"C1","4-4-C1"
"4","7","Lab Biof","Swimming",4,"C2","4-4-C2"
"4","7","Lab Biof","Swimming",4,"C3","4-4-C3"
"4","7","Control","Swimming",4,"C4","4-4-C4"
"4","7","Control","Swimming",4,"C5","4-4-C5"
"4","7","Control","Swimming",4,"C6","4-4-C6"
"4","7","Control","Missing",4,"D1","4-4-D1"
"4","7","Nat Biof","Swimming",4,"D2","4-4-D2"
"4","7","Nat Biof","Swimming",4,"D3","4-4-D3"
"4","7","Nat Biof","Juvenile",4,"D4","4-4-D4"
"4","7","Nat Biof","Stuck",4,"D5","4-4-D5"
"4","7","Lab Biof","Stuck",4,"D6","4-4-D6"
"4","7","Lab Biof","Swimming",5,"A1","4-5-A1"
"4","7","Nat Biof","Part Meta",5,"A2","4-5-A2"
"4","7","Control","Swimming",5,"A3","4-5-A3"
"4","7","Control","Swimming",5,"A4","4-5-A4"
"4","7","Nat Biof","Swimming",5,"A5","4-5-A5"
"4","7","Nat Biof","Missing",5,"A6","4-5-A6"
"4","7","Nat Biof","Swimming",5,"B1","4-5-B1"
"4","7","Control","Swimming",5,"B2","4-5-B2"
"4","7","Lab Biof","Swimming",5,"B3","4-5-B3"
"4","7","Control","Dead",5,"B4","4-5-B4"
"4","7","Conspecific","Juvenile",5,"B5","4-5-B5"
"4","7","Nat Biof","Juvenile",5,"B6","4-5-B6"
"4","7","Conspecific","Juvenile",5,"C1","4-5-C1"
"4","7","Lab Biof","Missing",5,"C2","4-5-C2"
"4","7","Conspecific","Juvenile",5,"C3","4-5-C3"
"4","7","Conspecific","Juvenile",5,"C4","4-5-C4"
"4","7","Lab Biof","Swimming",5,"C5","4-5-C5"
"4","7","Control","Swimming",5,"C6","4-5-C6"
"4","7","Conspecific","Juvenile",5,"D1","4-5-D1"
"4","7","Lab Biof","Swimming",5,"D2","4-5-D2"
"4","7","Conspecific","Juvenile",5,"D3","4-5-D3"
"4","7","Nat Biof","Swimming",5,"D4","4-5-D4"
"4","7","Lab Biof","Swimming",5,"D5","4-5-D5"
"4","7","Control","Swimming",5,"D6","4-5-D6"
"4","7","Control","Swimming",6,"A1","4-6-A1"
"4","7","Nat Biof","Juvenile",6,"A2","4-6-A2"
"4","7","Nat Biof","Stuck",6,"A3","4-6-A3"
"4","7","Lab Biof","Missing",6,"A4","4-6-A4"
"4","7","Conspecific","Juvenile",6,"A5","4-6-A5"
"4","7","Nat Biof","Juvenile",6,"A6","4-6-A6"
"4","7","Nat Biof","Swimming",6,"B1","4-6-B1"
"4","7","Conspecific","Juvenile",6,"B2","4-6-B2"
"4","7","Lab Biof","Swimming",6,"B3","4-6-B3"
"4","7","Control","Swimming",6,"B4","4-6-B4"
"4","7","Nat Biof","Swimming",6,"B5","4-6-B5"
"4","7","Conspecific","Juvenile",6,"B6","4-6-B6"
"4","7","Lab Biof","Swimming",6,"C1","4-6-C1"
"4","7","Lab Biof","Juvenile",6,"C2","4-6-C2"
"4","7","Lab Biof","Missing",6,"C3","4-6-C3"
"4","7","Conspecific","Juvenile",6,"C4","4-6-C4"
"4","7","Control","Swimming",6,"C5","4-6-C5"
"4","7","Conspecific","Juvenile",6,"C6","4-6-C6"
"4","7","Control","Swimming",6,"D1","4-6-D1"
"4","7","Lab Biof","Swimming",6,"D2","4-6-D2"
"4","7","Control","Swimming",6,"D3","4-6-D3"
"4","7","Conspecific","Swimming",6,"D4","4-6-D4"
"4","7","Nat Biof","Juvenile",6,"D5","4-6-D5"
"4","7","Control","Swimming",6,"D6","4-6-D6"
"4","8","Control","Swimming",1,"A1","4-1-A1"
"4","8","Control","Swimming",1,"A2","4-1-A2"
"4","8","Nat Biof","Missing",1,"A3","4-1-A3"
"4","8","Lab Biof","Missing",1,"A4","4-1-A4"
"4","8","Nat Biof","Swimming",1,"A5","4-1-A5"
"4","8","Lab Biof","Stuck",1,"A6","4-1-A6"
"4","8","Control","Swimming",1,"B1","4-1-B1"
"4","8","Conspecific","Missing",1,"B2","4-1-B2"
"4","8","Nat Biof","Dead",1,"B3","4-1-B3"
"4","8","Conspecific","Juvenile",1,"B4","4-1-B4"
"4","8","Nat Biof","Dead",1,"B5","4-1-B5"
"4","8","Control","Juvenile",1,"B6","4-1-B6"
"4","8","Conspecific","Juvenile",1,"C1","4-1-C1"
"4","8","Lab Biof","Swimming",1,"C2","4-1-C2"
"4","8","Lab Biof","Juvenile",1,"C3","4-1-C3"
"4","8","Nat Biof","Juvenile",1,"C4","4-1-C4"
"4","8","Conspecific","Juvenile",1,"C5","4-1-C5"
"4","8","Control","Swimming",1,"C6","4-1-C6"
"4","8","Control","Swimming",1,"D1","4-1-D1"
"4","8","Lab Biof","Juvenile",1,"D2","4-1-D2"
"4","8","Conspecific","Juvenile",1,"D3","4-1-D3"
"4","8","Lab Biof","Juvenile",1,"D4","4-1-D4"
"4","8","Nat Biof","Dead",1,"D5","4-1-D5"
"4","8","Conspecific","Juvenile",1,"D6","4-1-D6"
"4","8","Conspecific","Juvenile",2,"A1","4-2-A1"
"4","8","Control","Dead",2,"A2","4-2-A2"
"4","8","Control","Part Meta",2,"A3","4-2-A3"
"4","8","Nat Biof","Missing",2,"A4","4-2-A4"
"4","8","Lab Biof","Stuck",2,"A5","4-2-A5"
"4","8","Control","Swimming",2,"A6","4-2-A6"
"4","8","Control","Dead",2,"B1","4-2-B1"
"4","8","Conspecific","Juvenile",2,"B2","4-2-B2"
"4","8","Conspecific","Juvenile",2,"B3","4-2-B3"
"4","8","Nat Biof","Swimming",2,"B4","4-2-B4"
"4","8","Lab Biof","Missing",2,"B5","4-2-B5"
"4","8","Conspecific","Juvenile",2,"B6","4-2-B6"
"4","8","Lab Biof","Missing",2,"C1","4-2-C1"
"4","8","Nat Biof","Dead",2,"C2","4-2-C2"
"4","8","Lab Biof","Swimming",2,"C3","4-2-C3"
"4","8","Conspecific","Juvenile",2,"C4","4-2-C4"
"4","8","Control","Swimming",2,"C5","4-2-C5"
"4","8","Nat Biof","Missing",2,"C6","4-2-C6"
"4","8","Lab Biof","Stuck",2,"D1","4-2-D1"
"4","8","Conspecific","Stuck",2,"D2","4-2-D2"
"4","8","Nat Biof","Missing",2,"D3","4-2-D3"
"4","8","Control","Swimming",2,"D4","4-2-D4"
"4","8","Nat Biof","Dead",2,"D5","4-2-D5"
"4","8","Lab Biof","Dead",2,"D6","4-2-D6"
"4","8","Control","Swimming",3,"A1","4-3-A1"
"4","8","Lab Biof","Dead",3,"A2","4-3-A2"
"4","8","Control","Part Meta",3,"A3","4-3-A3"
"4","8","Conspecific","Juvenile",3,"A4","4-3-A4"
"4","8","Control","Missing",3,"A5","4-3-A5"
"4","8","Nat Biof","Missing",3,"A6","4-3-A6"
"4","8","Nat Biof","Dead",3,"B1","4-3-B1"
"4","8","Nat Biof","Stuck",3,"B2","4-3-B2"
"4","8","Nat Biof","Juvenile",3,"B3","4-3-B3"
"4","8","Lab Biof","Dead",3,"B4","4-3-B4"
"4","8","Conspecific","Juvenile",3,"B5","4-3-B5"
"4","8","Control","Dead",3,"B6","4-3-B6"
"4","8","Conspecific","Juvenile",3,"C1","4-3-C1"
"4","8","Conspecific","Juvenile",3,"C2","4-3-C2"
"4","8","Lab Biof","Dead",3,"C3","4-3-C3"
"4","8","Conspecific","Juvenile",3,"C4","4-3-C4"
"4","8","Lab Biof","Stuck",3,"C5","4-3-C5"
"4","8","Nat Biof","Missing",3,"C6","4-3-C6"
"4","8","Control","Stuck",3,"D1","4-3-D1"
"4","8","Lab Biof","Swimming",3,"D2","4-3-D2"
"4","8","Control","Swimming",3,"D3","4-3-D3"
"4","8","Nat Biof","Dead",3,"D4","4-3-D4"
"4","8","Conspecific","Dead",3,"D5","4-3-D5"
"4","8","Lab Biof","Dead",3,"D6","4-3-D6"
"4","8","Control","Swimming",4,"A1","4-4-A1"
"4","8","Control","Swimming",4,"A2","4-4-A2"
"4","8","Conspecific","Juvenile",4,"A3","4-4-A3"
"4","8","Lab Biof","Juvenile",4,"A4","4-4-A4"
"4","8","Lab Biof","Dead",4,"A5","4-4-A5"
"4","8","Conspecific","Juvenile",4,"A6","4-4-A6"
"4","8","Conspecific","Juvenile",4,"B1","4-4-B1"
"4","8","Nat Biof","Swimming",4,"B2","4-4-B2"
"4","8","Nat Biof","Juvenile",4,"B3","4-4-B3"
"4","8","Conspecific","Juvenile",4,"B4","4-4-B4"
"4","8","Lab Biof","Missing",4,"B5","4-4-B5"
"4","8","Conspecific","Dead",4,"B6","4-4-B6"
"4","8","Conspecific","Swimming",4,"C1","4-4-C1"
"4","8","Lab Biof","Missing",4,"C2","4-4-C2"
"4","8","Lab Biof","Swimming",4,"C3","4-4-C3"
"4","8","Control","Swimming",4,"C4","4-4-C4"
"4","8","Control","Swimming",4,"C5","4-4-C5"
"4","8","Control","Swimming",4,"C6","4-4-C6"
"4","8","Control","Missing",4,"D1","4-4-D1"
"4","8","Nat Biof","Swimming",4,"D2","4-4-D2"
"4","8","Nat Biof","Swimming",4,"D3","4-4-D3"
"4","8","Nat Biof","Juvenile",4,"D4","4-4-D4"
"4","8","Nat Biof","Missing",4,"D5","4-4-D5"
"4","8","Lab Biof","Swimming",4,"D6","4-4-D6"
"4","8","Lab Biof","Swimming",5,"A1","4-5-A1"
"4","8","Nat Biof","Missing",5,"A2","4-5-A2"
"4","8","Control","Swimming",5,"A3","4-5-A3"
"4","8","Control","Swimming",5,"A4","4-5-A4"
"4","8","Nat Biof","Missing",5,"A5","4-5-A5"
"4","8","Nat Biof","Missing",5,"A6","4-5-A6"
"4","8","Nat Biof","Swimming",5,"B1","4-5-B1"
"4","8","Control","Juvenile",5,"B2","4-5-B2"
"4","8","Lab Biof","Swimming",5,"B3","4-5-B3"
"4","8","Control","Dead",5,"B4","4-5-B4"
"4","8","Conspecific","Juvenile",5,"B5","4-5-B5"
"4","8","Nat Biof","Juvenile",5,"B6","4-5-B6"
"4","8","Conspecific","Juvenile",5,"C1","4-5-C1"
"4","8","Lab Biof","Missing",5,"C2","4-5-C2"
"4","8","Conspecific","Juvenile",5,"C3","4-5-C3"
"4","8","Conspecific","Juvenile",5,"C4","4-5-C4"
"4","8","Lab Biof","Swimming",5,"C5","4-5-C5"
"4","8","Control","Missing",5,"C6","4-5-C6"
"4","8","Conspecific","Juvenile",5,"D1","4-5-D1"
"4","8","Lab Biof","Missing",5,"D2","4-5-D2"
"4","8","Conspecific","Juvenile",5,"D3","4-5-D3"
"4","8","Nat Biof","Swimming",5,"D4","4-5-D4"
"4","8","Lab Biof","Swimming",5,"D5","4-5-D5"
"4","8","Control","Missing",5,"D6","4-5-D6"
"4","8","Control","Swimming",6,"A1","4-6-A1"
"4","8","Nat Biof","Juvenile",6,"A2","4-6-A2"
"4","8","Nat Biof","Swimming",6,"A3","4-6-A3"
"4","8","Lab Biof","Missing",6,"A4","4-6-A4"
"4","8","Conspecific","Juvenile",6,"A5","4-6-A5"
"4","8","Nat Biof","Juvenile",6,"A6","4-6-A6"
"4","8","Nat Biof","Juvenile",6,"B1","4-6-B1"
"4","8","Conspecific","Juvenile",6,"B2","4-6-B2"
"4","8","Lab Biof","Swimming",6,"B3","4-6-B3"
"4","8","Control","Swimming",6,"B4","4-6-B4"
"4","8","Nat Biof","Swimming",6,"B5","4-6-B5"
"4","8","Conspecific","Juvenile",6,"B6","4-6-B6"
"4","8","Lab Biof","Juvenile",6,"C1","4-6-C1"
"4","8","Lab Biof","Juvenile",6,"C2","4-6-C2"
"4","8","Lab Biof","Missing",6,"C3","4-6-C3"
"4","8","Conspecific","Juvenile",6,"C4","4-6-C4"
"4","8","Control","Swimming",6,"C5","4-6-C5"
"4","8","Conspecific","Juvenile",6,"C6","4-6-C6"
"4","8","Control","Swimming",6,"D1","4-6-D1"
"4","8","Lab Biof","Stuck",6,"D2","4-6-D2"
"4","8","Control","Stuck",6,"D3","4-6-D3"
"4","8","Conspecific","Swimming",6,"D4","4-6-D4"
"4","8","Nat Biof","Juvenile",6,"D5","4-6-D5"
"4","8","Control","Swimming",6,"D6","4-6-D6"
"4","9","Control","Stuck",1,"A1","4-1-A1"
"4","9","Control","Swimming",1,"A2","4-1-A2"
"4","9","Nat Biof","Missing",1,"A3","4-1-A3"
"4","9","Lab Biof","Stuck",1,"A4","4-1-A4"
"4","9","Nat Biof","Swimming",1,"A5","4-1-A5"
"4","9","Lab Biof","Dead",1,"A6","4-1-A6"
"4","9","Control","Stuck",1,"B1","4-1-B1"
"4","9","Conspecific","Dead",1,"B2","4-1-B2"
"4","9","Nat Biof","Dead",1,"B3","4-1-B3"
"4","9","Conspecific","Juvenile",1,"B4","4-1-B4"
"4","9","Nat Biof","Dead",1,"B5","4-1-B5"
"4","9","Control","Juvenile",1,"B6","4-1-B6"
"4","9","Conspecific","Juvenile",1,"C1","4-1-C1"
"4","9","Lab Biof","Swimming",1,"C2","4-1-C2"
